GENE	G_arboreum%G_a_rep1	G_arboreum%G_a_rep2	G_arboreum_x_raimondii%G_HH_rep1	G_arboreum_x_raimondii%G_HH_rep2	G_raimondii%G_r_rep1	G_raimondii%G_r_rep2
lcl|NC_030668.1_cds_XP_017632389.1_13666	45	26	30	19	15	18
lcl|NC_030668.1_cds_XP_017634001.1_13667	324	188	210	225	279	182
lcl|NC_030668.1_cds_XP_017633842.1_13668	42	17	37	21	23	20
lcl|NC_030668.1_cds_XP_017633843.1_13669	160	93	128	130	107	85
lcl|NC_030668.1_cds_XP_017632261.1_13670	74	39	57	42	94	47
lcl|NC_030668.1_cds_XP_017632971.1_13672	20	10	13	11	31	9
lcl|NC_030668.1_cds_XP_017633808.1_13673	519	343	443	313	281	207
lcl|NC_030668.1_cds_XP_017631907.1_13674	69	45	69	33	37	17
lcl|NC_030668.1_cds_XP_017632864.1_13676	132	73	180	139	130	95
lcl|NC_030668.1_cds_XP_017632878.1_13677	106	93	116	102	128	69
lcl|NC_030668.1_cds_XP_017631801.1_13678	75	69	127	131	72	63
lcl|NC_030668.1_cds_XP_017633017.1_13679	1	3	8	4	1	1
lcl|NC_030668.1_cds_XP_017632275.1_13680	12843	8291	3862	4185	13613	7663
lcl|NC_030668.1_cds_XP_017633247.1_13681	820	0	9	16	263	146
lcl|NC_030668.1_cds_XP_017633614.1_13682	483	302	400	299	275	270
lcl|NC_030668.1_cds_XP_017633448.1_13683	79	47	39	41	59	57
lcl|NC_030668.1_cds_XP_017633447.1_13684	189	138	93	86	104	73
lcl|NC_030668.1_cds_XP_017631877.1_13685	101	57	75	44	65	58
lcl|NC_030668.1_cds_XP_017632177.1_13686	144	81	113	96	221	186
lcl|NC_030668.1_cds_XP_017632448.1_13688	21	9	3	9	6	7
lcl|NC_030668.1_cds_XP_017634143.1_13689	178	109	136	69	162	160
lcl|NC_030668.1_cds_XP_017633948.1_13691	167	86	175	97	130	78
lcl|NC_030668.1_cds_XP_017632449.1_13693	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632451.1_13694	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017634125.1_13695	295	163	249	257	178	112
lcl|NC_030668.1_cds_XP_017633957.1_13696	347	222	422	255	496	344
lcl|NC_030668.1_cds_XP_017634023.1_13697	183	131	135	154	181	159
lcl|NC_030668.1_cds_XP_017633888.1_13698	691	459	547	653	1087	603
lcl|NC_030668.1_cds_XP_017632965.1_13699	9	3	7	6	2	1
lcl|NC_030668.1_cds_XP_017632024.1_13700	18	14	26	32	30	19
lcl|NC_030668.1_cds_XP_017632452.1_13701	0	0	2	1	2	0
lcl|NC_030668.1_cds_XP_017632355.1_13702	33	23	33	28	58	22
lcl|NC_030668.1_cds_XP_017632231.1_13704	308	198	245	247	208	111
lcl|NC_030668.1_cds_XP_017632038.1_13706	68	49	63	63	101	84
lcl|NC_030668.1_cds_XP_017631957.1_13707	327	273	398	571	170	69
lcl|NC_030668.1_cds_XP_017632453.1_13708	0	0	0	1	1	0
lcl|NC_030668.1_cds_XP_017632193.1_13709	70	56	26	44	16	16
lcl|NC_030668.1_cds_XP_017633033.1_13711	13	21	30	35	137	77
lcl|NC_030668.1_cds_XP_017632454.1_13712	0	1	0	0	0	0
lcl|NC_030668.1_cds_XP_017633325.1_13713	627	469	789	525	544	324
lcl|NC_030668.1_cds_XP_017633498.1_13714	106	57	85	64	77	52
lcl|NC_030668.1_cds_XP_017633497.1_13715	655	370	845	478	602	382
lcl|NC_030668.1_cds_XP_017633997.1_13716	262	180	262	287	208	111
lcl|NC_030668.1_cds_XP_017633995.1_13718	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633994.1_13719	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017634135.1_13720	78	49	48	42	179	181
lcl|NC_030668.1_cds_XP_017632119.1_13721	1285	693	1518	1056	1240	852
lcl|NC_030668.1_cds_XP_017633154.1_13722	0	0	3	1	1	3
lcl|NC_030668.1_cds_XP_017632455.1_13723	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017631780.1_13724	202	131	265	205	173	107
lcl|NC_030668.1_cds_XP_017633063.1_13727	0	0	1	0	0	0
lcl|NC_030668.1_cds_XP_017633804.1_13728	765	505	998	839	418	323
lcl|NC_030668.1_cds_XP_017632083.1_13729	8	2	17	16	9	10
lcl|NC_030668.1_cds_XP_017632082.1_13730	22	12	57	37	69	44
lcl|NC_030668.1_cds_XP_017633160.1_13731	0	1	0	0	0	0
lcl|NC_030668.1_cds_XP_017633170.1_13732	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632229.1_13733	138	78	59	40	115	94
lcl|NC_030668.1_cds_XP_017634004.1_13734	0	0	0	1	0	0
lcl|NC_030668.1_cds_XP_017634005.1_13735	116	71	128	103	126	97
lcl|NC_030668.1_cds_XP_017633879.1_13736	401	295	202	151	147	104
lcl|NC_030668.1_cds_XP_017634124.1_13738	35	29	64	50	71	48
lcl|NC_030668.1_cds_XP_017632928.1_13739	29	17	25	44	30	16
lcl|NC_030668.1_cds_XP_017632456.1_13740	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017631887.1_13741	144	121	185	139	167	120
lcl|NC_030668.1_cds_XP_017634126.1_13742	286	177	200	210	206	120
lcl|NC_030668.1_cds_XP_017633301.1_13743	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633610.1_13744	421	269	567	322	700	495
lcl|NC_030668.1_cds_XP_017632909.1_13746	256	143	155	151	478	317
lcl|NC_030668.1_cds_XP_017632320.1_13747	82	71	72	73	183	97
lcl|NC_030668.1_cds_XP_017632319.1_13748	76	52	68	53	133	95
lcl|NC_030668.1_cds_XP_017633785.1_13749	102	43	109	106	150	141
lcl|NC_030668.1_cds_XP_017633787.1_13751	107	82	108	95	179	89
lcl|NC_030668.1_cds_XP_017632867.1_13752	33	16	48	47	51	35
lcl|NC_030668.1_cds_XP_017632265.1_13753	36	24	41	29	27	12
lcl|NC_030668.1_cds_XP_017632014.1_13755	118	69	112	106	91	70
lcl|NC_030668.1_cds_XP_017633376.1_13756	663	470	801	456	654	467
lcl|NC_030668.1_cds_XP_017633589.1_13758	141	117	148	170	160	75
lcl|NC_030668.1_cds_XP_017633593.1_13762	103	89	106	124	110	52
lcl|NC_030668.1_cds_XP_017633824.1_13763	337	244	490	321	484	302
lcl|NC_030668.1_cds_XP_017632157.1_13768	136	101	135	143	109	59
lcl|NC_030668.1_cds_XP_017632337.1_13769	292	190	134	100	404	222
lcl|NC_030668.1_cds_XP_017631872.1_13770	366	309	153	102	72	63
lcl|NC_030668.1_cds_XP_017631905.1_13771	228	162	151	173	256	135
lcl|NC_030668.1_cds_XP_017634111.1_13772	137	111	152	128	201	150
lcl|NC_030668.1_cds_XP_017632040.1_13774	112	60	79	53	186	137
lcl|NC_030668.1_cds_XP_017633954.1_13775	122	70	147	91	139	124
lcl|NC_030668.1_cds_XP_017632846.1_13776	0	1	2	0	2	2
lcl|NC_030668.1_cds_XP_017632847.1_13777	40	38	14	16	63	22
lcl|NC_030668.1_cds_XP_017632850.1_13778	77	59	36	20	69	35
lcl|NC_030668.1_cds_XP_017632849.1_13779	124	53	68	99	108	36
lcl|NC_030668.1_cds_XP_017632457.1_13780	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632458.1_13781	57	35	17	9	5	11
lcl|NC_030668.1_cds_XP_017632845.1_13782	8	7	6	4	10	1
lcl|NC_030668.1_cds_XP_017632426.1_13783	0	0	1	0	1	3
lcl|NC_030668.1_cds_XP_017632848.1_13784	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632460.1_13785	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632461.1_13786	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632462.1_13787	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633187.1_13788	1	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633115.1_13789	1	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633078.1_13790	2	1	1	0	0	0
lcl|NC_030668.1_cds_XP_017631922.1_13791	305	195	145	151	139	117
lcl|NC_030668.1_cds_XP_017632009.1_13792	387	257	340	254	324	275
lcl|NC_030668.1_cds_XP_017631974.1_13793	59	45	20	28	33	36
lcl|NC_030668.1_cds_XP_017631973.1_13794	96	73	54	43	37	45
lcl|NC_030668.1_cds_XP_017633831.1_13795	36	12	75	43	37	32
lcl|NC_030668.1_cds_XP_017631906.1_13797	107	73	82	73	89	53
lcl|NC_030668.1_cds_XP_017632091.1_13798	93	60	88	58	74	31
lcl|NC_030668.1_cds_XP_017632092.1_13799	102	49	95	75	75	52
lcl|NC_030668.1_cds_XP_017631954.1_13800	229	203	348	256	349	210
lcl|NC_030668.1_cds_XP_017632942.1_13801	20	11	20	8	14	7
lcl|NC_030668.1_cds_XP_017631868.1_13803	50	40	41	47	27	16
lcl|NC_030668.1_cds_XP_017633223.1_13804	0	2	1	0	3	1
lcl|NC_030668.1_cds_XP_017632463.1_13805	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632326.1_13806	46	26	44	28	62	37
lcl|NC_030668.1_cds_XP_017632365.1_13807	47	12	64	100	164	101
lcl|NC_030668.1_cds_XP_017633134.1_13808	23	1	30	252	3	4
lcl|NC_030668.1_cds_XP_017633006.1_13809	25	25	13	21	23	7
lcl|NC_030668.1_cds_XP_017632332.1_13810	59	41	150	79	26	25
lcl|NC_030668.1_cds_XP_017631878.1_13811	212	163	272	336	276	166
lcl|NC_030668.1_cds_XP_017631796.1_13812	304	200	157	109	419	223
lcl|NC_030668.1_cds_XP_017631886.1_13813	204	120	236	178	264	194
lcl|NC_030668.1_cds_XP_017632885.1_13814	39	34	20	18	24	21
lcl|NC_030668.1_cds_XP_017632464.1_13815	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632284.1_13816	42	34	39	43	52	34
lcl|NC_030668.1_cds_XP_017632883.1_13817	13	5	26	2	6	8
lcl|NC_030668.1_cds_XP_017633455.1_13818	643	347	325	340	621	428
lcl|NC_030668.1_cds_XP_017633456.1_13819	126	91	119	64	119	57
lcl|NC_030668.1_cds_XP_017633042.1_13820	21	13	32	5	10	12
lcl|NC_030668.1_cds_XP_017632248.1_13821	471	424	388	354	93	61
lcl|NC_030668.1_cds_XP_017634079.1_13822	698	464	374	352	303	202
lcl|NC_030668.1_cds_XP_017632924.1_13825	73	62	84	50	67	48
lcl|NC_030668.1_cds_XP_017632403.1_13826	187	105	181	188	174	76
lcl|NC_030668.1_cds_XP_017633669.1_13827	508	324	371	315	298	198
lcl|NC_030668.1_cds_XP_017631818.1_13832	182	102	241	105	235	151
lcl|NC_030668.1_cds_XP_017633941.1_13833	228	113	231	254	255	166
lcl|NC_030668.1_cds_XP_017632465.1_13834	15	5	10	4	18	9
lcl|NC_030668.1_cds_XP_017631830.1_13835	100	55	74	75	67	63
lcl|NC_030668.1_cds_XP_017633089.1_13837	1	3	1	2	0	2
lcl|NC_030668.1_cds_XP_017634105.1_13838	340	202	190	205	335	263
lcl|NC_030668.1_cds_XP_017634104.1_13839	23	20	20	17	9	8
lcl|NC_030668.1_cds_XP_017632186.1_13840	115	93	67	47	60	44
lcl|NC_030668.1_cds_XP_017633189.1_13841	2	0	4	0	9	4
lcl|NC_030668.1_cds_XP_017633993.1_13842	214	129	291	317	197	140
lcl|NC_030668.1_cds_XP_017633759.1_13843	875	478	509	350	637	436
lcl|NC_030668.1_cds_XP_017633760.1_13844	28	24	74	54	5	9
lcl|NC_030668.1_cds_XP_017633284.1_13845	4	0	2	4	14	11
lcl|NC_030668.1_cds_XP_017633285.1_13846	24	2	4	5	6	8
lcl|NC_030668.1_cds_XP_017633259.1_13847	20	6	11	12	7	7
lcl|NC_030668.1_cds_XP_017633149.1_13848	15	8	13	24	45	31
lcl|NC_030668.1_cds_XP_017633271.1_13849	9	2	19	16	43	34
lcl|NC_030668.1_cds_XP_017633234.1_13850	29	10	30	44	30	22
lcl|NC_030668.1_cds_XP_017633250.1_13851	9	3	17	14	16	22
lcl|NC_030668.1_cds_XP_017632466.1_13852	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632467.1_13853	1	0	4	4	0	0
lcl|NC_030668.1_cds_XP_017633245.1_13854	24	7	23	33	48	42
lcl|NC_030668.1_cds_XP_017632470.1_13856	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017634013.1_13857	832	437	489	357	1663	1602
lcl|NC_030668.1_cds_XP_017632919.1_13858	22	15	4	65	2	0
lcl|NC_030668.1_cds_XP_017632471.1_13859	9	4	12	8	8	6
lcl|NC_030668.1_cds_XP_017632472.1_13860	23	14	13	13	13	8
lcl|NC_030668.1_cds_XP_017633109.1_13862	8	8	3	9	4	3
lcl|NC_030668.1_cds_XP_017633779.1_13863	233	198	277	235	143	75
lcl|NC_030668.1_cds_XP_017632474.1_13864	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633778.1_13865	35	27	60	63	7	8
lcl|NC_030668.1_cds_XP_017633776.1_13867	49	24	172	289	1	0
lcl|NC_030668.1_cds_XP_017632259.1_13868	61	24	152	260	0	0
lcl|NC_030668.1_cds_XP_017633851.1_13870	72	47	81	45	157	115
lcl|NC_030668.1_cds_XP_017632450.1_13871	440	309	111	154	400	224
lcl|NC_030668.1_cds_XP_017632131.1_13872	9	4	7	7	5	3
lcl|NC_030668.1_cds_XP_017632144.1_13873	34	28	44	31	87	46
lcl|NC_030668.1_cds_XP_017631854.1_13874	37	26	22	23	37	37
lcl|NC_030668.1_cds_XP_017631955.1_13876	202	109	112	83	276	161
lcl|NC_030668.1_cds_XP_017633960.1_13877	290	187	259	177	229	135
lcl|NC_030668.1_cds_XP_017632059.1_13878	89	67	94	67	66	52
lcl|NC_030668.1_cds_XP_017632475.1_13884	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633071.1_13885	6	11	2	5	19	7
lcl|NC_030668.1_cds_XP_017633426.1_13886	586	406	693	593	374	188
lcl|NC_030668.1_cds_XP_017632476.1_13887	12	7	6	5	5	4
lcl|NC_030668.1_cds_XP_017633425.1_13888	60	46	44	54	67	44
lcl|NC_030668.1_cds_XP_017633100.1_13889	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017634078.1_13890	226	199	258	231	195	126
lcl|NC_030668.1_cds_XP_017632102.1_13891	30	32	58	49	38	12
lcl|NC_030668.1_cds_XP_017633726.1_13892	84	55	140	106	180	138
lcl|NC_030668.1_cds_XP_017633727.1_13893	163	121	80	94	113	65
lcl|NC_030668.1_cds_XP_017632251.1_13894	175	117	189	177	128	56
lcl|NC_030668.1_cds_XP_017633931.1_13895	81	49	66	90	80	49
lcl|NC_030668.1_cds_XP_017632247.1_13898	74	56	66	48	16	14
lcl|NC_030668.1_cds_XP_017632246.1_13899	59	35	38	38	24	13
lcl|NC_030668.1_cds_XP_017633120.1_13900	17	11	13	5	15	4
lcl|NC_030668.1_cds_XP_017632050.1_13901	86	46	41	33	88	72
lcl|NC_030668.1_cds_XP_017634099.1_13902	3	2	7	1	1	1
lcl|NC_030668.1_cds_XP_017634098.1_13903	603	447	323	213	587	455
lcl|NC_030668.1_cds_XP_017633288.1_13904	0	1	2	0	0	3
lcl|NC_030668.1_cds_XP_017631809.1_13905	147	78	120	90	151	98
lcl|NC_030668.1_cds_XP_017632477.1_13906	1	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633037.1_13907	267	163	139	119	162	107
lcl|NC_030668.1_cds_XP_017632479.1_13908	0	0	0	2	2	6
lcl|NC_030668.1_cds_XP_017633858.1_13909	1041	629	329	256	36	18
lcl|NC_030668.1_cds_XP_017633150.1_13910	29	11	17	30	27	13
lcl|NC_030668.1_cds_XP_017633130.1_13911	25	15	10	7	20	16
lcl|NC_030668.1_cds_XP_017632480.1_13912	0	2	0	0	0	0
lcl|NC_030668.1_cds_XP_017633248.1_13913	33	7	7	17	77	37
lcl|NC_030668.1_cds_XP_017632035.1_13914	699	386	364	241	427	346
lcl|NC_030668.1_cds_XP_017631950.1_13915	414	348	465	311	365	257
lcl|NC_030668.1_cds_XP_017632302.1_13916	405	264	530	466	173	104
lcl|NC_030668.1_cds_XP_017632481.1_13917	1	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633457.1_13919	1205	905	1212	879	1229	808
lcl|NC_030668.1_cds_XP_017633461.1_13920	83	44	53	70	43	30
lcl|NC_030668.1_cds_XP_017633459.1_13921	315	217	329	291	455	318
lcl|NC_030668.1_cds_XP_017633638.1_13923	592	401	624	592	523	324
lcl|NC_030668.1_cds_XP_017632114.1_13924	174	78	126	137	221	151
lcl|NC_030668.1_cds_XP_017632483.1_13925	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632135.1_13926	30	24	26	40	29	23
lcl|NC_030668.1_cds_XP_017632484.1_13927	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633295.1_13928	2	0	4	1	5	4
lcl|NC_030668.1_cds_XP_017631880.1_13929	30	24	16	18	20	17
lcl|NC_030668.1_cds_XP_017633985.1_13930	144	87	136	129	99	61
lcl|NC_030668.1_cds_XP_017633984.1_13931	11	10	25	16	58	42
lcl|NC_030668.1_cds_XP_017633986.1_13932	1626	942	560	526	1553	1042
lcl|NC_030668.1_cds_XP_017632485.1_13933	0	2	0	0	0	0
lcl|NC_030668.1_cds_XP_017633308.1_13934	2	1	0	2	1	1
lcl|NC_030668.1_cds_XP_017632486.1_13935	0	1	0	0	0	0
lcl|NC_030668.1_cds_XP_017632990.1_13936	135	88	64	53	47	31
lcl|NC_030668.1_cds_XP_017634096.1_13937	210	145	294	260	56	44
lcl|NC_030668.1_cds_XP_017632032.1_13938	38	40	64	172	57	35
lcl|NC_030668.1_cds_XP_017633650.1_13939	526	335	234	110	264	186
lcl|NC_030668.1_cds_XP_017632487.1_13941	2	0	4	3	0	0
lcl|NC_030668.1_cds_XP_017632130.1_13942	73	43	50	33	38	28
lcl|NC_030668.1_cds_XP_017632057.1_13943	129	87	83	95	45	21
lcl|NC_030668.1_cds_XP_017632488.1_13944	4	1	1	1	0	0
lcl|NC_030668.1_cds_XP_017633900.1_13945	117	65	21	20	4	0
lcl|NC_030668.1_cds_XP_017633901.1_13946	107	67	11	18	2	8
lcl|NC_030668.1_cds_XP_017633899.1_13947	2	1	3	4	0	0
lcl|NC_030668.1_cds_XP_017632985.1_13948	0	0	1	0	0	0
lcl|NC_030668.1_cds_XP_017633265.1_13949	4	0	0	0	8	9
lcl|NC_030668.1_cds_XP_017633979.1_13950	1566	770	1260	3215	1580	972
lcl|NC_030668.1_cds_XP_017631969.1_13951	159	114	112	100	106	66
lcl|NC_030668.1_cds_XP_017631909.1_13954	172	86	74	73	48	35
lcl|NC_030668.1_cds_XP_017633383.1_13956	711	547	904	403	739	689
lcl|NC_030668.1_cds_XP_017633239.1_13957	0	0	0	3	3	1
lcl|NC_030668.1_cds_XP_017632490.1_13958	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633657.1_13959	58	36	24	13	41	36
lcl|NC_030668.1_cds_XP_017633054.1_13960	1	2	2	2	0	0
lcl|NC_030668.1_cds_XP_017633050.1_13961	9	3	2	0	2	0
lcl|NC_030668.1_cds_XP_017632934.1_13965	522	304	143	147	242	138
lcl|NC_030668.1_cds_XP_017632491.1_13966	8	10	29	28	29	30
lcl|NC_030668.1_cds_XP_017633893.1_13967	290	170	209	198	216	145
lcl|NC_030668.1_cds_XP_017633892.1_13968	13	11	13	22	17	8
lcl|NC_030668.1_cds_XP_017633943.1_13969	162	108	136	112	120	82
lcl|NC_030668.1_cds_XP_017632237.1_13973	30	25	24	26	14	14
lcl|NC_030668.1_cds_XP_017633404.1_13974	1	2	5	3	6	2
lcl|NC_030668.1_cds_XP_017633403.1_13976	1400	939	1320	731	1199	849
lcl|NC_030668.1_cds_XP_017633374.1_13977	372	242	294	218	331	281
lcl|NC_030668.1_cds_XP_017632953.1_13979	2	0	6	6	3	5
lcl|NC_030668.1_cds_XP_017631980.1_13980	1300	860	511	423	1276	747
lcl|NC_030668.1_cds_XP_017631773.1_13981	153	101	110	106	129	78
lcl|NC_030668.1_cds_XP_017632331.1_13982	363	224	328	258	444	287
lcl|NC_030668.1_cds_XP_017633060.1_13983	20	13	15	10	26	18
lcl|NC_030668.1_cds_XP_017632950.1_13984	28	20	21	13	22	13
lcl|NC_030668.1_cds_XP_017631949.1_13985	1068	796	748	588	1224	772
lcl|NC_030668.1_cds_XP_017632869.1_13986	55	30	45	76	10	9
lcl|NC_030668.1_cds_XP_017632492.1_13987	0	0	0	0	1	0
lcl|NC_030668.1_cds_XP_017634082.1_13988	308	200	346	273	276	159
lcl|NC_030668.1_cds_XP_017633509.1_13989	351	248	399	263	267	190
lcl|NC_030668.1_cds_XP_017634022.1_13990	138	111	163	116	148	78
lcl|NC_030668.1_cds_XP_017631853.1_13991	0	4	3	2	9	3
lcl|NC_030668.1_cds_XP_017631852.1_13992	17	15	34	15	31	19
lcl|NC_030668.1_cds_XP_017634088.1_13993	64	43	108	84	40	18
lcl|NC_030668.1_cds_XP_017634045.1_13995	64	45	30	32	48	13
lcl|NC_030668.1_cds_XP_017631946.1_13997	113	84	206	109	162	114
lcl|NC_030668.1_cds_XP_017633516.1_13998	318	170	382	168	374	318
lcl|NC_030668.1_cds_XP_017633018.1_13999	7	11	20	15	5	4
lcl|NC_030668.1_cds_XP_017633020.1_14001	1	0	1	4	0	1
lcl|NC_030668.1_cds_XP_017632978.1_14002	14	9	23	51	18	22
lcl|NC_030668.1_cds_XP_017632493.1_14003	0	0	1	1	0	0
lcl|NC_030668.1_cds_XP_017633030.1_14004	29	13	27	39	28	27
lcl|NC_030668.1_cds_XP_017633093.1_14005	12	4	14	24	12	4
lcl|NC_030668.1_cds_XP_017633045.1_14006	4	3	8	10	8	1
lcl|NC_030668.1_cds_XP_017632912.1_14008	64	46	53	28	63	54
lcl|NC_030668.1_cds_XP_017632913.1_14009	179	97	18	29	169	79
lcl|NC_030668.1_cds_XP_017632494.1_14011	4	0	4	3	0	0
lcl|NC_030668.1_cds_XP_017632917.1_14012	213	147	244	180	295	167
lcl|NC_030668.1_cds_XP_017632916.1_14013	159	86	116	92	192	120
lcl|NC_030668.1_cds_XP_017633882.1_14014	50	29	24	41	28	23
lcl|NC_030668.1_cds_XP_017633881.1_14015	208	160	357	283	309	179
lcl|NC_030668.1_cds_XP_017633867.1_14018	209	133	188	120	188	203
lcl|NC_030668.1_cds_XP_017633483.1_14022	96	69	78	49	50	36
lcl|NC_030668.1_cds_XP_017633485.1_14024	250	165	294	220	243	147
lcl|NC_030668.1_cds_XP_017632034.1_14025	310	172	200	195	443	263
lcl|NC_030668.1_cds_XP_017632033.1_14026	98	72	94	84	137	71
lcl|NC_030668.1_cds_XP_017633580.1_14027	753	507	740	520	820	432
lcl|NC_030668.1_cds_XP_017632495.1_14028	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632197.1_14029	315	191	75	97	222	102
lcl|NC_030668.1_cds_XP_017634017.1_14030	146	94	238	112	146	110
lcl|NC_030668.1_cds_XP_017632127.1_14033	2	0	4	4	7	10
lcl|NC_030668.1_cds_XP_017632129.1_14035	365	200	253	184	263	237
lcl|NC_030668.1_cds_XP_017632132.1_14036	373	233	348	246	569	316
lcl|NC_030668.1_cds_XP_017633947.1_14037	1666	993	1064	934	1866	1155
lcl|NC_030668.1_cds_XP_017634037.1_14038	464	293	501	578	550	432
lcl|NC_030668.1_cds_XP_017632018.1_14040	37	31	40	25	25	21
lcl|NC_030668.1_cds_XP_017633131.1_14043	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017631952.1_14044	171	84	224	188	180	118
lcl|NC_030668.1_cds_XP_017632496.1_14045	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632893.1_14046	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633579.1_14051	170	162	235	247	338	218
lcl|NC_030668.1_cds_XP_017632498.1_14052	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633578.1_14053	389	213	433	422	696	512
lcl|NC_030668.1_cds_XP_017632499.1_14054	0	0	0	0	0	1
lcl|NC_030668.1_cds_XP_017631812.1_14055	184	129	192	231	285	223
lcl|NC_030668.1_cds_XP_017633229.1_14057	2	1	0	0	1	0
lcl|NC_030668.1_cds_XP_017633228.1_14058	2	1	1	0	0	0
lcl|NC_030668.1_cds_XP_017632910.1_14059	56	31	42	20	86	38
lcl|NC_030668.1_cds_XP_017633169.1_14060	1	3	6	7	8	2
lcl|NC_030668.1_cds_XP_017632052.1_14061	109	84	84	67	84	62
lcl|NC_030668.1_cds_XP_017632350.1_14062	13	13	19	18	23	15
lcl|NC_030668.1_cds_XP_017633283.1_14063	0	0	0	1	2	3
lcl|NC_030668.1_cds_XP_017632147.1_14064	200	118	166	136	186	142
lcl|NC_030668.1_cds_XP_017632500.1_14065	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632501.1_14066	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632309.1_14067	19	11	14	20	11	10
lcl|NC_030668.1_cds_XP_017632310.1_14068	13	4	21	14	9	6
lcl|NC_030668.1_cds_XP_017631797.1_14070	126	74	120	99	156	119
lcl|NC_030668.1_cds_XP_017632502.1_14071	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633106.1_14072	23	19	1	3	21	22
lcl|NC_030668.1_cds_XP_017633793.1_14073	29	21	40	6	13	2
lcl|NC_030668.1_cds_XP_017633794.1_14074	31	22	26	17	7	1
lcl|NC_030668.1_cds_XP_017633791.1_14077	46	28	35	39	65	37
lcl|NC_030668.1_cds_XP_017633534.1_14084	55	29	48	46	70	63
lcl|NC_030668.1_cds_XP_017632504.1_14085	0	0	1	0	0	1
lcl|NC_030668.1_cds_XP_017632216.1_14086	29	21	31	29	31	12
lcl|NC_030668.1_cds_XP_017634073.1_14087	40	22	39	26	19	8
lcl|NC_030668.1_cds_XP_017634076.1_14088	35	33	37	44	38	31
lcl|NC_030668.1_cds_XP_017634074.1_14089	60	29	51	46	42	32
lcl|NC_030668.1_cds_XP_017633210.1_14091	44	13	14	15	6	1
lcl|NC_030668.1_cds_XP_017633246.1_14092	7	3	2	4	3	0
lcl|NC_030668.1_cds_XP_017633084.1_14093	1	0	0	0	0	1
lcl|NC_030668.1_cds_XP_017632398.1_14095	36	22	33	24	29	16
lcl|NC_030668.1_cds_XP_017633139.1_14096	64	27	10	18	7	4
lcl|NC_030668.1_cds_XP_017632505.1_14097	0	0	2	2	11	5
lcl|NC_030668.1_cds_XP_017633659.1_14098	1667	1051	902	1081	1658	986
lcl|NC_030668.1_cds_XP_017631794.1_14099	58	47	27	21	1	0
lcl|NC_030668.1_cds_XP_017633462.1_14101	53	32	59	54	23	20
lcl|NC_030668.1_cds_XP_017633465.1_14104	1	0	0	0	0	1
lcl|NC_030668.1_cds_XP_017633324.1_14106	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017633212.1_14108	2	2	2	3	0	0
lcl|NC_030668.1_cds_XP_017632088.1_14109	106	88	143	177	123	58
lcl|NC_030668.1_cds_XP_017632507.1_14110	0	0	0	0	0	0
lcl|NC_030668.1_cds_XP_017632508.1_14111	6	3	1	0	0	0
lcl|NC_030668.1_cds_XP_017633309.1_14112	5	7	2	3	3	0
lcl|NC_030668.1_cds_XP_017632509.1_14113	30	20	64	42	88	75
lcl|NC_030668.1_cds_XP_017633729.1_14114	743	498	517	440	679	481
lcl|NC_030668.1_cds_XP_017633730.1_14116	91	54	84	56	71	61
lcl|NC_030668.1_cds_XP_017632423.1_14118	25	8	20	8	33	39
lcl|NC_030668.1_cds_XP_017632094.1_14119	31	20	51	37	76	41
